ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
CPD-452	L-1-phosphatidyl-inositols	Glycerophospholipids	L-1-phosphatidyl-inositols	Phosphatidylinositol	6-(N-acetyl-&alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	-	['-']	(SEED cpd24489 NIL |kothari| 3788273827 NIL NIL); (HMDB HMDB11669 NIL |kothari| 3787939150 NIL NIL); (METANETX MNXM92477 NIL |kothari| 3787514190 NIL NIL); (CHEBI 12194 NIL |kothari| 3780416719 NIL NIL); (LIGAND-CPD C01288 NIL |kothari| 3494274056 NIL NIL)	CC(=O)N[C@@H]2([C@@H](O)[C@H](O)[C@@H](CO)O[C@H](O[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](OP([O-])(=O)OC[C@H](OC([R2])=O)COC([R1])=O)1))2)	N-acetyl-&alpha-D-glucosaminylphosphatidylinositol	['-']
CPD-1113	L-1-phosphatidyl-inositols	Glycerophospholipids	L-1-phosphatidyl-inositols	Phosphatidylinositol	6-(&alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	-	['-']	(SEED cpd12500 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM1411 NIL |kothari| 3787514190 NIL NIL); (CHEBI 57997 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 49791968 NIL |kothari| 3641818092 NIL NIL); (LIGAND-CPD C04248 NIL |taltman| 3459474374 NIL NIL)	C(O)[C@@H]2([C@H]([C@H](O)[C@@H]([NH3+])[C@@H](O[C@H]1([C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1O)OP(=O)([O-])OC[C@H](OC(=O)[R2])COC([R1])=O))O2)O)	D-glucosaminylphosphatidylinositol	['-']
CPD1F-134	-	-	Gibberellins	-	gibberellin A9	-	(C 19);(H 23);(O 4)	(ZINC ZINC000100094310 NIL |kothari| 3853420567 NIL NIL); (SEED cpd08661 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM2018 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 25244370 NIL |kothari| 3651883220 NIL NIL); (CHEBI 73255 NIL |kothari| 3577646961 NIL NIL); (LIGAND-CPD C11863 NIL |kothari| 3455895278 NIL NIL)	C=C1([C@H]3(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](CCC2)([C@@H](CC3)4)5)(C)))C([O-])=O)))	C19-GAs; C19-GAs; closed lactone gibberellin skeleton; C19 skeleton; C19-GA skeleton; C19-gibberellin skeleton; GA9; GA9	['-']
CPD1F-137	-	-	Gibberellins	-	gibberellin A4	-	(C 19);(H 23);(O 5)	(ZINC ZINC000100067120 NIL |kothari| 3853422491 NIL NIL); (SEED cpd08662 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1926 NIL |kothari| 3787514192 NIL NIL); (METABOLIGHTS MTBLC32902 NIL |kothari| 3608997190 NIL NIL); (LIPID_MAPS LMPR0104170021 NIL |kothari| 3594492037 NIL NIL); (DRUGBANK DB07815 NIL |kothari| 3594430431 NIL NIL); (CHEBI 32902 NIL |kothari| 3594046690 NIL NIL); (PUBCHEM 25245706 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11864 NIL |kr| 3410284649 NIL NIL)	C=C1([C@H]3(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](CC[C@H](O)2)([C@@H](CC3)4)5)(C)))C([O-])=O)))	GA4; GA4	['-']
CDP-N-METHYLETHANOLAMIN	-	-	Compounds	-	CDP-N-methylethanolamine	-	(C 12);(H 21);(N 4);(O 11);(P 2)	(ZINC ZINC000008218637 NIL |kothari| 3853420598 NIL NIL); (SEED cpd02200 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM3941 NIL |kothari| 3787514194 NIL NIL); (CHEBI 57547 NIL |kothari| 3696264268 NIL NIL); (PUBCHEM 46878396 NIL |kothari| 3696259643 NIL NIL); (LIGAND-CPD C03486 NIL |sreddy| 3298920558 NIL NIL)	C(COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)[NH2+]C	['-']	['-']
CPD-405	SUPER	-	L-1-PHOSPHATIDYL-ETHANOLAMINE	-	phosphatidyl-N-methylethanolamine	-	['-']	(SEED cpd11829 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM91270 NIL |kothari| 3787514193 NIL NIL); (CHEBI 15958 NIL |caspi| 3758928645 NIL NIL); (LIGAND-CPD C01241 NIL |taltman| 3459474374 NIL NIL)	C[NH2+]CCOP([O-])(=O)OC[C@@H](COC(=O)[R1])OC(=O)[R2]	['-']	['-']
PHOSPHATIDYLCHOLINE	-	Glycerophospholipids	Phosphoglycerides	Phosphatidylcholine	phosphatidylcholine	-	['-']	(METANETX MNXM96952 NIL |kothari| 3787514193 NIL NIL); (CHEBI 16110 NIL |kothari| 3780416719 NIL NIL); (|Wikipedia| Lecithin NIL |caspi| 3522779658 NIL NIL); (LIGAND-CPD C00157 NIL |kr| 3346617700 NIL NIL); (CAS 8002-43-5)	C([N+](C)(C)C)COP(=O)(OC[C@H](OC([R2])=O)COC([R1])=O)[O-]	acyl-glycerophosphocholine; choline phosphatide; 1,2-diacyl-sn-glycero-3-phosphocholine; phosphatidyl-N-trimethylethanolamine; lecithin; 3-sn-phosphatidylcholine	['-']
DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE	-	-	Compounds	-	(S)-2,3,4,5-tetrahydrodipicolinate	-	(C 7);(H 7);(N 1);(O 4)	(ZINC ZINC000000901883 NIL |kothari| 3853425187 NIL NIL); (METANETX MNXM480 NIL |kothari| 3787514191 NIL NIL); (BIGG thdp NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB12289 NIL |kothari| 3608602130 NIL NIL); (CHEMSPIDER 4573939 NIL |kothari| 3563632030 NIL NIL); (PUBCHEM 5460405 NIL |ong| 3523387880 NIL NIL); (CHEBI 16845 NIL |caspi| 3507912476 NIL NIL); (CAS 52-52-8 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C03972 NIL |keseler| 3342457350 NIL NIL)	C1(CC(/C([O-])=O)=N\[C@@H](C1)C([O-])=O)	2,3,4,5-tetrahydrodipicolinate; (S)-2,3,4,5-tetrahydropyridine-2,6-dicarboxylate; &Delta1-piperideine-2,6-dicarboxylate; tetrahydrodipicolinate; tetrahydropyridine-2,6-dicarboxylate; L-2,3,4,5-tetrahydrodipicolinate	['-']
CPD-14443	-	-	Compounds	-	(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate	-	(C 7);(H 7);(N 1);(O 5)	(METANETX MNXM30985 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C20258 NIL |kothari| 3787329138 NIL NIL); (PUBCHEM 70678847 NIL |kothari| 3619400276 NIL NIL); (CHEBI 67139 NIL |kothari| 3594046689 NIL NIL)	C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O)	(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate	['-']
PHOSPHORYL-ETHANOLAMINE	-	-	Compounds	-	O-phosphoethanolamine	-	(C 2);(H 7);(N 1);(O 4);(P 1)	(ZINC ZINC000003870166 NIL |kothari| 3853426049 NIL NIL); (SEED cpd00285 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM187 NIL |kothari| 3787514192 NIL NIL); (REFMET Phosphoethanolamine NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC58190 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00224 NIL |kothari| 3608601782 NIL NIL); (CHEMSPIDER 5415641 NIL |kothari| 3563631942 NIL NIL); (CHEBI 58190 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 7059434 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00346 NIL |kr| 3410284650 NIL NIL); (CAS 1071-23-4)	C(C[NH3+])OP([O-])([O-])=O	phosphoryl-ethanolamine; O-phosphorylethanolamine; phosphoethanolamine; ethanolamine phosphate; 2-aminoethyl phosphate; pEtN	['-']
CTP	-	-	Pyrimidine-ribonucleosides-5-PPP; Pyrimidines	-	CTP	-	(C 9);(H 12);(N 3);(O 14);(P 3)	(ZINC ZINC000003861746 NIL |kothari| 3853425125 NIL NIL); (SEED cpd00052 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM63 NIL |kothari| 3787514193 NIL NIL); (REFMET CTP NIL |midford| 3701443689 NIL NIL); (BIGG ctp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC37563 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00082 NIL |kothari| 3608602794 NIL NIL); (CHEMSPIDER 5414498 NIL |kothari| 3563631943 NIL NIL); (PUBCHEM 7058166 NIL |taltman| 3466375284 NIL NIL); (CHEBI 37563 NIL |taltman| 3452363175 NIL NIL); (LIGAND-CPD C00063 NIL |kr| 3346617701 NIL NIL); (CAS 65-47-4)	C(OP(OP(OP(=O)([O-])[O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)	cytidine-triphosphate; cytidine-5'-triphosphate	['-']
CDP-ETHANOLAMINE	-	-	Modified-Nucleotides; Pyrimidines	-	CDP-ethanolamine	-	(C 11);(H 19);(N 4);(O 11);(P 2)	(ZINC ZINC000008216134 NIL |kothari| 3853420597 NIL NIL); (REACTOME-CPD 1500603 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00444 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM449 NIL |kothari| 3787514191 NIL NIL); (REFMET CDP-Ethanolamine NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC57876 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01564 NIL |kothari| 3608601586 NIL NIL); (CHEBI 57876 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25202847 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00570 NIL |kr| 3346617700 NIL NIL); (CAS 3036-18-8)	C(COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O)[NH3+]	cytidine diphosphate ethanolamine	['-']
CPD-10363	-	Glycerolipids	DGDG	Dihexosyldiacylglycerol	1,2-diacyl-3-O-[&beta-D-galactosyl-(1&rarr6)-&beta-D-galactosyl]-sn-glycerol	-	['-']	(SEED cpd22651 NIL |kothari| 3788273829 NIL NIL); (CHEBI 87082 NIL |kothari| 3787535127 NIL NIL); (METANETX MNXM149901 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C20991 NIL |kothari| 3787329138 NIL NIL)	C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@@H](O)1)OC[C@H]2(O[C@@H](OC[C@@H](COC(=O)[R1])OC(=O)[R2])[C@H](O)[C@@H](O)[C@@H](O)2))	(&beta-D-galactosyl-(1->6)-&beta-D-galactosyl)-1,2-diacyl-sn-glycerol; &beta-D-galactosyl-&beta-D-galactosyldiacylglycerol; DGDG; &beta,&beta digalactosyldiacylglycerol	['-']
CPD-10364	-	Glycerolipids	Galactolipids	Monohexosyldiacylglycerol	trigalactosyldiacylglycerol	-	['-']	(SEED cpd12812 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM16859 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C06036 NIL |kothari| 3787329137 NIL NIL)	C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@@H](O)1)OC[C@H]2(O[C@H]([C@H](O)[C@@H](O)[C@@H](O)2)OC[C@H]3(O[C@@H](OC[C@@H](COC(=O)[R1])OC(=O)[R2])[C@H](O)[C@@H](O)[C@@H](O)3)))	(&beta-D-galactosyl-(1->6)-&beta-D-galactosyl-(1->6)-&beta-D-galactosyl)-1,2-diacyl-sn-glycerol; TGDG; 1,2-Diacyl-3-O-(beta-D-galactosyl(1->6)-O-beta-D-galactosyl(1->6)-O-beta-D-galactosyl)-sn-glycerol	['-']
ETR-Quinones	SUPER	-	Membrane-Electron-Carriers; Quinones	-	electron-transfer quinone	-	['-']	(SEED cpd27012 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM2824 NIL |kothari| 3787514193 NIL NIL)	C1([R1])(=C([R4])C(=O)C(/[R3])=C([R2])/C(=O)1)	['-']	['-']
Rhodoquinones	ETR-Quinones	-	ETR-Quinones	-	rhodoquinone	-	['-']	(METANETX MNXM148017 NIL |kothari| 3787514191 NIL NIL)	C([R])C(\C)=C/CC1(\C(=O)C(\OC)=C(C(=O)C(/C)=1)\N)	['-']	['-']
PLASTOQUINONE	ETR-Quinones; Plastoquinols	-	ETR-Quinones	-	plastoquinone	-	(C 53);(H 80);(O 2)	(LIGAND-CPD C10385 NIL |kothari| 3787329137 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(C(/C)=C(C)/C(\C=1)=O)=O)	['-']	['-']
ETR-Quinols	SUPER	-	Membrane-Electron-Carriers; Reduced-Quinones	-	electron-transfer quinol	-	['-']	(SEED cpd27011 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM162252 NIL |kothari| 3787514191 NIL NIL)	C1([R1])(=C([R4])C(/O)=C([R3])\C(/[R2])=C1\O)	['-']	['-']
Rhodoquinols	ETR-Quinols	-	ETR-Quinols	-	rhodoquinol	-	['-']	(METANETX MNXM148016 NIL |kothari| 3787514189 NIL NIL)	C([R])C(\C)=C/CC1(/C(\C)=C(C(\N)=C(C(/O)=1)\OC)/O)	['-']	['-']
CPD-12831	ETR-Quinols	-	CPD-11501; ETR-Quinols	-	phylloquinol	-	(C 31);(H 48);(O 2)	(ZINC ZINC000062624621 NIL |kothari| 3853422156 NIL NIL); (SEED cpd12844 NIL |kothari| 3788273830 NIL NIL); (HMDB HMDB60502 NIL |kothari| 3787939154 NIL NIL); (METANETX MNXM1587 NIL |kothari| 3787514193 NIL NIL); (CHEBI 28433 NIL |kothari| 3651889255 NIL NIL); (LIGAND-CPD C03313 NIL |kothari| 3651886278 NIL NIL); (PUBCHEM 5280585 NIL |kothari| 3651883220 NIL NIL)	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)	2-methyl-3-phytyl-1,4-naphthoquinol; vitamin K1	['-']
D-RIBULOSE-15-P2	-	-	Oligosaccharide-Phosphate	-	D-ribulose-1,5-bisphosphate	-	(C 5);(H 8);(O 11);(P 2)	(ZINC ZINC000003870274 NIL |kothari| 3853425327 NIL NIL); (SEED cpd00871 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM1276 NIL |kothari| 3787514191 NIL NIL); (REFMET Ribulose 1,5-bisphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 57870 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 23615473 NIL |kothari| 3641818093 NIL NIL); (CHEMSPIDER 3541504 NIL |kothari| 3563632165 NIL NIL); (LIGAND-CPD C01182 NIL |kr| 3410284649 NIL NIL); (CAS 14689-84-0)	C(OP([O-])([O-])=O)[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]	ribulose 1,5-bisphosphate; D-ribulose-1,5-diphosphate; D-ribulose-1,5-P2	['-']
CPD-67	-	-	Monocarboxylates	-	2-phosphoglycolate	-	(C 2);(H 2);(O 6);(P 1)	(ZINC ZINC000003869735 NIL |kothari| 3853423219 NIL NIL); (SEED cpd00727 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM2074 NIL |kothari| 3787514191 NIL NIL); (BIGG 2pglyc NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC58033 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00816 NIL |kothari| 3608602999 NIL NIL); (CHEBI 58033 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 24916760 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00988 NIL |kaipa| 3311532634 NIL NIL)	C(OP([O-])(=O)[O-])C([O-])=O	2-P-glycolate; phosphoglycolate; Phosphoglycolic acid	['-']
G3P	-	-	CPD-16758; Glycerates	-	3-phospho-D-glycerate	-	(C 3);(H 4);(O 7);(P 1)	(ZINC ZINC000003869934 NIL |kothari| 3853425419 NIL NIL); (SEED cpd00169 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM126 NIL |kothari| 3787514191 NIL NIL); (REFMET 3-Phosphoglyceric acid NIL |midford| 3701443689 NIL NIL); (BIGG 3pg NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58272 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB60180 NIL |kothari| 3608602343 NIL NIL); (CHEBI 58272 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25245548 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00197 NIL |kr| 3346617701 NIL NIL); (CAS 820-11-1)	C(OP(=O)([O-])[O-])[C@@H](O)C(=O)[O-]	3-phospho-(R)-glycerate; 3-phospho-D-glyceric acid; 3-P-D-glycerate; D-glycerate-3-P; D-glycerate 3-phosphate; 3-phosphoglycerate; D-3-phosphoglycerate; D-3-Phospho-glyceric acid	['-']
CPD-22131	-	-	Triterpenes	-	(3&beta,9&beta)-4&alpha-demethyl-4&alpha-carboxy-9,19-cyclolanost-3-ol	-	(C 30);(H 49);(O 3)	(PUBCHEM 138319374 NIL |kothari| 3780931551 NIL NIL)	CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](C([O-])=O)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))	['-']	['-']
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	-	-	TRANS-POLYISOPRENYL-PP	-	all-trans-heptaprenyl diphosphate	-	(C 35);(H 57);(O 7);(P 2)	(ZINC ZINC000008219146 NIL |kothari| 3853420446 NIL NIL); (SEED cpd02590 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1722 NIL |kothari| 3787514190 NIL NIL); (HMDB HMDB12187 NIL |kothari| 3608601632 NIL NIL); (CHEBI 58206 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25245257 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C04216 NIL |kr| 3410284650 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	['-']	['-']
FUM	-	-	C4-dicarboxylates	-	fumarate	-	(C 4);(H 2);(O 4)	(ZINC ZINC000003860193 NIL |kothari| 3853425418 NIL NIL); (MEDIADB compounds/119/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00106 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM93 NIL |kothari| 3787514191 NIL NIL); (REFMET Fumaric acid NIL |midford| 3701443689 NIL NIL); (BIGG fum NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC29806 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00134 NIL |kothari| 3608601793 NIL NIL); (DRUGBANK DB01677 NIL |kothari| 3594430387 NIL NIL); (CHEMSPIDER 4573886 NIL |kothari| 3563632035 NIL NIL); (KNAPSACK C00001183 NIL |rleitao| 3436715046 NIL NIL); (PUBCHEM 5460307 NIL |taltman| 3466375285 NIL NIL); (CHEBI 29806 NIL |taltman| 3452438104 NIL NIL); (LIGAND-CPD C00122 NIL |kr| 3346617698 NIL NIL); (CAS 110-17-8)	C(/C([O-])=O)=C\C(=O)[O-]	fum; fumaric acid	['-']
Tetradec-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Butanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Crotonyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
OH-ACYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
L-PHOSPHATIDATE	-	Glycerophospholipids	Phosphoglycerides	Phosphatidic acid	phosphatidate	-	['-']	(CHEBI 29089 NIL |caspi| 3658079873 NIL NIL); (|Wikipedia| Phosphatidate NIL |caspi| 3523026352 NIL NIL); (LIGAND-CPD C00416 NIL |kr| 3346617700 NIL NIL)	C(OC([R1])=O)[C@@H](OC(=O)[R2])COP([O-])(=O)[O-]	A 3-SN-phosphatidate; DGP; diacylglycerol phosphate; 3-sn-phosphatidate; diacyl-glycerol-3P; diacylglycerol-3-phosphate; phosphatidic acid; L-phosphatidate; 1,2-diacyl-sn-glycerol 3-phosphate; 1,2-diacylglycerol 3-phosphate	['-']
Triacylglycerols	SUPER	-	Triacylglycerides	-	triacyl-sn-glycerol	-	['-']	(CHEBI 64615 NIL |caspi| 3577118494 NIL NIL)	C([C@H](OC([R2])=O)COC(=O)[R1])OC([R3])=O	['-']	['-']
CPD-13014	Triacylglycerols	-	Triacylglycerols	-	tributyrin	-	(C 15);(H 26);(O 6)	(ZINC ZINC000003860906 NIL |kothari| 3853422224 NIL NIL); (SEED cpd09684 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM13156 NIL |kothari| 3787514192 NIL NIL); (REFMET Glycerol tributanoate NIL |midford| 3697479617 NIL NIL); (CHEBI 35020 NIL |caspi| 3636926333 NIL NIL); (HMDB HMDB31094 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 13849665 NIL |kothari| 3563632760 NIL NIL); (LIGAND-CPD C13870 NIL |ong| 3523630069 NIL NIL); (PUBCHEM 6050 NIL |dreher| 3504639085 NIL NIL)	CCCC(OC[C@@H](OC(CCC)=O)COC(CCC)=O)=O	butyryl triglyceride; butanoic acid, 1,2,3-propanetriyl ester; 1,2,3-tributyrylglycerol; tributin; tributyrinine; glycerol tributyrate; glyceryl tributyrate; butyrin	['-']
2-Lysophosphatidylcholines	-	Glycerophospholipids	2-Lyso-phospholipids; Lysophosphatidylcholines	Lysophophatidylcholine	2-lysophosphatidylcholine	-	['-']	(SEED cpd02601 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM180 NIL |kothari| 3787514193 NIL NIL); (LIGAND-CPD C04230 NIL |kothari| 3499017819 NIL NIL); (CHEBI 17504 NIL |kothari| 3499017819 NIL NIL)	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC([R])=O)O	alpha-acylglycerophosphocholine; 1-acylglycerophosphocholine; 1-acyl-sn-glycerol-3-phosphocholine; 1-acyl-sn-glycero-3-phosphocholine; 1-acylglycero-3-phosphocholine; 2-lysolecithin	['-']
ACYL-COA	SUPER	Fatty acyls	All-Coas	Acyl-Coenzyme A	acyl-CoA	-	['-']	(METANETX MNXM44 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C00040 NIL |kothari| 3458490026 NIL NIL); (CHEBI 17984 NIL |kothari| 3458490026 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[R])COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	fatty acyl thioester-CoA; RCH2CH2CO-CoA; acyl-Coenzyme A; acyln+2-CoA; acyln-2-CoA	['-']
CPD-17633	ACYL-COA	Fatty acyls	ACYL-COA; OMEGA-ALDEHYDE-FATTY-ACID	Acyl-Coenzyme A	22-oxo-docosanoyl-CoA	-	(C 43);(H 72);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM147756 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 91819993 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	22-oxo-behenoyl-CoA	['-']
CPD-17623	ACYL-COA	Fatty acyls	ACYL-COA	Acyl-Coenzyme A	18-oxo-oleoyl-CoA	-	(C 39);(H 62);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM147695 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 91819886 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCC=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	18-oxo-octadec-9-enoyl-CoA; 18-oxo-9Z-octadec-9-enoyl-CoA	['-']
CPD-17624	ACYL-COA	Fatty acyls	ACYL-COA	Acyl-Coenzyme A	&omega-carboxy-(9Z)-octadec-9-enoyl-CoA	-	(C 39);(H 61);(N 7);(O 19);(P 3);(S 1)	(METANETX MNXM148386 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 91820430 NIL |kothari| 3651883219 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	18-carboxyl oleoyl-CoA	['-']
ACYL-SN-GLYCEROL-3P	-	Glycerophospholipids	2-Lyso-phospholipids; Lysophosphatidates	Lysophosphatidic acid	2-lysophosphatidate	-	['-']	(METANETX MNXM145527 NIL |kothari| 3787514190 NIL NIL); (CHEBI 16975 NIL |kothari| 3498845768 NIL NIL); (LIGAND-CPD C00681 NIL |kothari| 3498845728 NIL NIL)	C([C@@H](O)COP([O-])(=O)[O-])OC(=O)[R]	1-acyl-sn-glycerol 3-phosphate; acyl-sn-glycerol-3P; acyl-sn-glycerol-3 phosphate	['-']
Fatty-acyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Fatty-Acids	-	Fatty acyls	Carboxylates	Non-esterified fatty acid	fatty acid	-	['-']	(|Wikipedia| Fatty_acid NIL |caspi| 3495544650 NIL NIL); (CHEBI 35366 NIL |kothari| 3458490363 NIL NIL); (LIGAND-CPD C00162 NIL |kothari| 3458490363 NIL NIL)	C([R])([O-])=O	['-']	['-']
CPD3DJ-82	SUPER	-	Ceramides	-	dihydroceramide	-	['-']	(REACTOME-CPD 428126 NIL |kothari| 3788282686 NIL NIL); (SEED cpd08908 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM616 NIL |kothari| 3786132371 NIL NIL); (PUBCHEM 16755624 NIL |kothari| 3493156028 NIL NIL); (LIGAND-CPD C12126 NIL |kothari| 3493155953 NIL NIL); (CHEBI 31488 NIL |kothari| 3493155953 NIL NIL)	CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)[R])O	plant ceramide (I); N-acylsphinganine (C18); octadecadihydroceramide; dihydroceramide (C18)	['-']
